origin,destination,count,Cat
lu,nl,6,77,Pos
lu,pl,4,71,Pos
lu,pt,4,91,Pos
lu,ro,7,5,Pos
lu,sg,0,27,Pos
lu,es,7,3,Pos
lu,se,1,6,Pos
lu,ch,-4,25,Neg
lu,ae,0,6,Pos
lu,gb,5,58,Pos
lu,us,4,98,Pos
lv,be,0,1,Pos
lv,dk,1,59,Pos
lv,ee,-1,6,Neg
lv,fr,0,24,Pos
lv,de,-3,17,Neg
lv,it,0,48,Pos
lv,lt,0,58,Pos
lv,nl,0,43,Pos
lv,no,0,29,Pos
lv,es,0,82,Pos
lv,se,0,24,Pos
lv,ch,0,91,Pos
lv,ua,2,55,Pos
lv,gb,-2,64,Neg
lv,us,3,6,Pos
ly,ca,-2,27,Neg
ly,eg,-6,14,Neg
ly,tn,0,76,Pos
ly,tr,-2,69,Neg
ly,ae,-3,95,Neg
ly,gb,-1,51,Neg
ly,us,8,41,Pos
ma,dz,0,5,Pos
ma,be,0,11,Pos
ma,ca,-1,99,Neg
ma,cn,0,3,Pos
ma,ci,0,27,Pos
ma,eg,0,4,Pos
ma,fr,-6,6,Neg
ma,de,0,45,Pos
ma,in,0,17,Pos
ma,it,0,1,Pos
ma,nl,0,3,Pos
ma,qa,0,57,Pos
ma,sa,0,12,Pos
ma,sn,0,15,Pos
ma,es,0,9,Pos
ma,ch,0,1,Pos
ma,tn,0,39,Pos
ma,tr,0,35,Pos
ma,ae,-1,57,Neg
ma,gb,0,34,Pos
ma,us,6,37,Pos
md,ca,-5,47,Neg
md,fr,-3,1,Neg
md,de,-5,22,Neg
md,it,-2,2,Neg
md,ro,-10,69,Neg
md,ua,-1,6,Neg
md,gb,-7,18,Neg
md,us,-5,71,Neg
mg,ca,-1,3,Neg
mg,fr,4,45,Pos
mg,mu,0,65,Pos
mg,us,9,Pos
mk,de,-5,29,Neg
mk,nl,-2,78,Neg
mk,tr,0,7,Pos
mk,ae,-2,78,Neg
mk,gb,-2,58,Neg
mk,us,0,99,Pos
ml,ci,3,77,Pos
ml,fr,10,5,Pos
ml,sn,0,11,Pos
ml,us,15,19,Pos
mm,au,2,44,Pos
mm,cn,3,17,Pos
mm,fr,0,57,Pos
mm,in,5,67,Pos
mm,id,1,9,Pos
mm,jp,1,82,Pos
mm,my,2,44,Pos
mm,ph,2,65,Pos
mm,sg,11,75,Pos
mm,th,9,88,Pos
mm,ae,2,7,Pos
mm,gb,3,54,Pos
mm,us,14,77,Pos
mm,vn,0,57,Pos
mn,au,1,21,Pos
mn,cn,2,78,Pos
mn,gb,1,69,Pos
mn,us,11,47,Pos
mt,au,0,16,Pos
mt,be,0,8,Pos
mt,br,0,48,Pos
mt,cz,0,4,Pos
mt,dk,0,48,Pos
mt,fr,0,97,Pos
mt,de,0,57,Pos
mt,hu,1,7,Pos
mt,ie,0,4,Pos
mt,it,20,1,Pos
mt,nl,2,26,Pos
mt,ph,1,53,Pos
mt,pl,2,83,Pos
mt,es,0,81,Pos
mt,se,2,66,Pos
mt,ch,0,48,Pos
mt,tr,1,53,Pos
mt,ae,0,57,Pos
mt,gb,8,56,Pos
mt,us,4,6,Pos
mu,au,-1,Neg
mu,ca,-4,19,Neg
mu,fr,6,12,Pos
mu,in,1,33,Pos
mu,ke,-1,6,Neg
mu,mg,0,4,Pos
mu,my,1,2,Pos
mu,za,0,33,Pos
mu,ae,-1,73,Neg
mu,gb,3,52,Pos
mu,us,9,4,Pos
mw,in,1,74,Pos
mw,za,2,39,Pos
mw,gb,15,85,Pos
mw,us,49,82,Pos
mx,ar,0,25,Pos
mx,au,0,9,Pos
mx,at,0,2,Pos
mx,be,0,2,Pos
mx,bo,0,Pos
mx,br,0,3,Pos
mx,ca,0,7,Pos
mx,cl,0,2,Pos
mx,cn,0,3,Pos
mx,co,0,8,Pos
mx,cr,0,4,Pos
mx,cu,0,2,Pos
mx,dk,0,3,Pos
mx,do,0,3,Pos
mx,ec,0,4,Pos
mx,sv,0,2,Pos
mx,fi,0,Pos
mx,fr,0,4,Pos
mx,de,0,36,Pos
mx,gt,0,3,Pos
mx,hn,0,Pos
mx,hk,0,Pos
mx,in,0,2,Pos
mx,ie,0,5,Pos
mx,il,0,1,Pos
mx,it,0,5,Pos
mx,jp,0,Pos
mx,kr,0,Pos
mx,my,0,1,Pos
mx,nl,0,1,Pos
mx,nz,0,3,Pos
mx,ni,0,1,Pos
mx,no,0,2,Pos
mx,pa,0,Pos
mx,pe,0,5,Pos
mx,ph,0,3,Pos
mx,pl,0,1,Pos
mx,pt,0,1,Pos
mx,pr,0,3,Pos
mx,sa,0,2,Pos
mx,sg,0,3,Pos
mx,za,0,1,Pos
mx,es,2,13,Pos
mx,se,0,6,Pos
mx,ch,0,2,Pos
mx,th,0,1,Pos
mx,ae,0,4,Pos
mx,gb,0,24,Pos
mx,us,0,39,Pos
mx,uy,0,Pos
mx,ve,1,1,Pos
my,dz,0,6,Pos
my,au,0,61,Pos
my,bh,0,Pos
my,bd,0,26,Pos
my,be,0,2,Pos
my,br,0,2,Pos
my,kh,0,14,Pos
my,ca,0,47,Pos
my,cn,0,4,Pos
my,dk,0,11,Pos
my,eg,0,2,Pos
my,fr,0,26,Pos
my,de,0,34,Pos
my,hk,0,3,Pos
my,in,4,22,Pos
my,id,0,27,Pos
my,ir,-1,11,Neg
my,iq,0,25,Pos
my,ie,0,1,Pos
my,it,0,3,Pos
my,jp,0,2,Pos
my,jo,0,8,Pos
my,kz,0,2,Pos
my,kr,0,9,Pos
my,kw,0,5,Pos
my,mu,0,7,Pos
my,mx,0,2,Pos
my,mm,0,18,Pos
my,nl,0,14,Pos
my,nz,0,5,Pos
my,ng,0,47,Pos
my,no,0,Pos
my,om,0,3,Pos
my,pk,0,23,Pos
my,ph,0,64,Pos
my,qa,0,15,Pos
my,sa,0,84,Pos
my,sg,-7,77,Neg
my,za,0,4,Pos
my,es,0,7,Pos
my,lk,0,4,Pos
my,sd,0,11,Pos
my,se,0,2,Pos
my,ch,0,2,Pos
my,tw,0,2,Pos
my,th,0,14,Pos
my,tr,0,11,Pos
my,ae,0,7,Pos
my,gb,0,18,Pos
my,us,6,26,Pos
my,vn,0,13,Pos
my,ye,0,3,Pos
mz,br,0,55,Pos
mz,in,1,42,Pos
mz,pt,8,69,Pos
mz,za,6,47,Pos
mz,gb,4,87,Pos
mz,us,21,69,Pos
mz,zw,2,3,Pos
na,ao,-6,97,Neg
na,de,0,5,Pos
na,za,20,9,Pos
na,gb,6,72,Pos
na,us,22,39,Pos
na,zm,-2,99,Neg
na,zw,2,4,Pos
ng,ao,0,7,Pos
ng,au,0,49,Pos
ng,bj,0,1,Pos
ng,cm,0,6,Pos
ng,ca,-3,32,Neg
ng,cn,0,21,Pos
ng,ci,0,7,Pos
ng,cy,0,3,Pos
ng,eg,0,Pos
ng,fr,0,32,Pos
ng,de,0,15,Pos
ng,gh,0,35,Pos
ng,hk,0,98,Pos
ng,is,2,42,Pos
ng,in,1,56,Pos
ng,id,0,13,Pos
ng,ie,0,11,Pos
ng,it,0,5,Pos
ng,jp,0,35,Pos
ng,ke,0,23,Pos
ng,kr,0,5,Pos
ng,kw,0,31,Pos
ng,lb,0,1,Pos
ng,my,0,53,Pos
ng,nl,0,9,Pos
ng,no,3,66,Pos
ng,pk,0,1,Pos
ng,ph,0,5,Pos
ng,pl,1,4,Pos
ng,qa,0,19,Pos
ng,sa,0,19,Pos
ng,sg,0,1,Pos
ng,za,0,17,Pos
ng,es,0,4,Pos
ng,ch,0,7,Pos
ng,tz,0,8,Pos
ng,tr,0,18,Pos
ng,ug,0,4,Pos
ng,ua,0,11,Pos
ng,ae,-1,41,Neg
ng,gb,55,3,Pos
ng,us,37,12,Pos
ni,ca,0,49,Pos
ni,cr,0,98,Pos
ni,gt,0,93,Pos
ni,hn,0,2,Pos
ni,mx,0,25,Pos
ni,pa,0,64,Pos
ni,es,2,2,Pos
ni,us,7,38,Pos
nl,af,0,4,Pos
nl,al,0,Pos
nl,ar,0,11,Pos
nl,au,0,17,Pos
nl,at,0,2,Pos
nl,az,0,1,Pos
nl,bd,0,2,Pos
nl,be,0,87,Pos
nl,br,0,39,Pos
nl,bg,0,9,Pos
nl,kh,0,3,Pos
nl,ca,0,3,Pos
nl,cl,0,3,Pos
nl,cn,0,4,Pos
nl,co,0,1,Pos
nl,cr,0,1,Pos
nl,hr,0,7,Pos
nl,cy,0,1,Pos
nl,cz,0,13,Pos
nl,dk,0,1,Pos
nl,ec,0,1,Pos
nl,eg,0,1,Pos
nl,ee,0,1,Pos
nl,et,0,4,Pos
nl,fi,0,1,Pos
nl,fr,0,44,Pos
nl,de,-1,11,Neg
nl,gh,0,1,Pos
nl,gr,0,41,Pos
nl,hk,0,1,Pos
nl,hu,0,18,Pos
nl,in,1,78,Pos
nl,id,0,1,Pos
nl,ir,0,28,Pos
nl,iq,0,3,Pos
nl,ie,0,22,Pos
nl,il,0,9,Pos
nl,it,1,7,Pos
nl,jp,0,3,Pos
nl,jo,0,1,Pos
nl,kz,0,1,Pos
nl,ke,0,4,Pos
nl,kr,0,6,Pos
nl,lv,0,2,Pos
nl,lb,0,5,Pos
nl,lt,0,3,Pos
nl,lu,0,17,Pos
nl,mk,0,7,Pos
nl,my,0,6,Pos
nl,mt,0,5,Pos
nl,mx,0,13,Pos
nl,ma,0,1,Pos
nl,np,0,2,Pos
nl,nz,0,7,Pos
nl,ng,0,4,Pos
nl,no,0,12,Pos
nl,om,0,1,Pos
nl,pk,0,1,Pos
nl,pa,0,Pos
nl,pe,0,3,Pos
nl,ph,0,2,Pos
nl,pl,0,18,Pos
nl,pt,0,22,Pos
nl,qa,0,5,Pos
nl,ro,0,35,Pos
nl,sa,0,6,Pos
nl,rs,0,1,Pos
nl,sg,0,8,Pos
nl,sk,0,2,Pos
nl,si,0,3,Pos
nl,za,0,13,Pos
nl,es,0,2,Pos
nl,se,0,18,Pos
nl,ch,0,61,Pos
nl,sy,0,8,Pos
nl,tw,0,3,Pos
nl,tz,0,2,Pos
nl,th,0,2,Pos
nl,tr,0,39,Pos
nl,ug,0,3,Pos
nl,ua,0,31,Pos
nl,ae,0,41,Pos
nl,gb,0,55,Pos
nl,us,0,53,Pos
nl,ve,0,7,Pos
nl,vn,0,3,Pos
no,au,0,67,Pos
no,at,0,12,Pos
no,bd,0,32,Pos
no,be,0,18,Pos
no,br,0,2,Pos
no,bg,0,9,Pos
no,ca,0,16,Pos
no,cn,0,5,Pos
no,hr,0,28,Pos
no,cz,0,6,Pos
no,dk,0,69,Pos
no,eg,0,1,Pos
no,ee,0,4,Pos
no,et,0,18,Pos
no,fi,0,4,Pos
no,fr,0,52,Pos
no,de,0,15,Pos
no,gh,-1,58,Neg
no,gr,0,39,Pos
no,hu,0,13,Pos
no,is,0,13,Pos
no,in,-1,43,Neg
no,id,0,27,Pos
no,ir,0,7,Pos
no,ie,0,14,Pos
no,it,0,64,Pos
no,jp,0,1,Pos
no,ke,-4,1,Neg
no,kr,0,27,Pos
no,lv,0,4,Pos
no,lt,0,8,Pos
no,my,0,1,Pos
no,mx,0,1,Pos
no,np,0,6,Pos
no,nl,0,53,Pos
no,nz,0,4,Pos
no,ng,-6,24,Neg
no,pk,0,35,Pos
no,ph,0,2,Pos
no,pl,0,83,Pos
no,pt,0,48,Pos
no,ro,0,31,Pos
no,rs,0,64,Pos
no,sg,0,Pos
no,za,-3,42,Neg
no,es,0,55,Pos
no,se,0,46,Pos
no,ch,0,1,Pos
no,tz,0,51,Pos
no,th,0,2,Pos
no,tr,0,19,Pos
no,ug,0,28,Pos
no,ua,0,8,Pos
no,ae,0,25,Pos
no,gb,0,94,Pos
no,us,2,44,Pos
no,zw,0,66,Pos
np,au,-6,74,Neg
np,ca,-3,11,Neg
np,cn,0,57,Pos
np,fr,0,27,Pos
np,de,0,12,Pos
np,in,6,38,Pos
np,nl,0,42,Pos
np,no,0,24,Pos
np,qa,0,87,Pos
np,th,0,15,Pos
np,ae,-1,56,Neg
np,gb,1,59,Pos
np,us,-1,74,Neg
nz,ar,0,81,Pos
nz,au,0,8,Pos
nz,at,0,1,Pos
nz,bd,0,35,Pos
nz,be,0,13,Pos
nz,br,1,67,Pos
nz,ca,0,31,Pos
nz,cl,0,7,Pos
nz,cn,2,92,Pos
nz,co,0,18,Pos
nz,cz,0,29,Pos
nz,dk,0,6,Pos
nz,fj,0,25,Pos
nz,fr,1,16,Pos
nz,de,0,21,Pos
nz,hk,0,15,Pos
nz,hu,0,15,Pos
nz,in,12,29,Pos
nz,id,0,41,Pos
nz,ir,0,54,Pos
nz,ie,0,3,Pos
nz,it,0,4,Pos
nz,jp,0,13,Pos
nz,kr,0,26,Pos
nz,my,0,95,Pos
nz,mx,0,18,Pos
nz,nl,0,32,Pos
nz,no,0,4,Pos
nz,pk,0,61,Pos
nz,pg,0,13,Pos
nz,ph,2,83,Pos
nz,pl,0,24,Pos
nz,qa,0,12,Pos
nz,sa,0,13,Pos
nz,sg,1,85,Pos
nz,za,4,31,Pos
nz,es,0,29,Pos
nz,lk,0,79,Pos
nz,se,0,7,Pos
nz,ch,0,14,Pos
nz,tw,0,6,Pos
nz,th,0,12,Pos
nz,tr,0,13,Pos
nz,ae,0,44,Pos
nz,gb,0,22,Pos
nz,us,4,88,Pos
nz,vn,0,13,Pos
om,au,-2,27,Neg
om,bh,0,Pos
om,ca,-3,1,Neg
om,cn,0,62,Pos
om,eg,1,3,Pos
om,fr,0,7,Pos
om,de,0,26,Pos
om,in,22,82,Pos
om,id,0,26,Pos
om,iq,0,4,Pos
om,jo,0,84,Pos
om,kw,0,11,Pos
om,lb,0,7,Pos
om,my,0,26,Pos
om,nl,0,11,Pos
om,pk,2,75,Pos
om,ph,0,7,Pos
om,qa,-6,35,Neg
om,sa,0,88,Pos
om,sg,0,73,Pos
om,za,0,37,Pos
om,es,0,48,Pos
om,lk,0,11,Pos
om,tr,0,99,Pos
om,ae,-18,64,Neg
om,gb,0,81,Pos
om,us,9,58,Pos
pa,ar,1,61,Pos
pa,br,2,66,Pos
pa,ca,1,21,Pos
pa,cl,-1,24,Neg
pa,co,3,56,Pos
pa,cr,0,45,Pos
pa,do,1,Pos
pa,ec,0,95,Pos
pa,sv,0,77,Pos
pa,fr,0,71,Pos
pa,de,0,3,Pos
pa,gt,0,47,Pos
pa,it,0,92,Pos
pa,mx,0,5,Pos
pa,nl,0,5,Pos
pa,ni,0,34,Pos
pa,pe,0,8,Pos
pa,es,3,4,Pos
pa,ch,0,63,Pos
pa,gb,0,26,Pos
pa,us,8,92,Pos
pa,ve,60,58,Pos
pe,ar,0,37,Pos
pe,au,0,16,Pos
pe,be,0,1,Pos
pe,bo,0,Pos
pe,br,0,41,Pos
pe,ca,0,5,Pos
pe,cl,0,11,Pos
pe,cn,0,2,Pos
pe,co,0,35,Pos
pe,cr,0,2,Pos
pe,do,0,1,Pos
pe,ec,0,9,Pos
pe,fr,0,5,Pos
pe,de,0,7,Pos
pe,it,0,11,Pos
pe,mx,0,15,Pos
pe,nl,0,6,Pos
pe,pa,0,1,Pos
pe,es,1,68,Pos
pe,ch,0,Pos
pe,gb,0,18,Pos
pe,us,3,93,Pos
pe,uy,0,1,Pos
pe,ve,1,32,Pos
pg,au,45,58,Pos
pg,in,1,5,Pos
pg,nz,1,93,Pos
pg,ph,3,97,Pos
pg,us,29,81,Pos
ph,au,-2,1,Neg
ph,bh,0,18,Pos
ph,be,0,3,Pos
ph,br,0,2,Pos
ph,kh,0,3,Pos
ph,ca,-2,91,Neg
ph,cn,0,2,Pos
ph,dk,0,3,Pos
ph,fr,0,1,Pos
ph,de,0,19,Pos
ph,hk,0,3,Pos
ph,in,0,44,Pos
ph,id,0,11,Pos
ph,ie,0,7,Pos
ph,it,0,3,Pos
ph,jp,0,21,Pos
ph,kr,0,1,Pos
ph,kw,0,19,Pos
ph,my,0,49,Pos
ph,mt,0,6,Pos
ph,mx,0,7,Pos
ph,mm,0,15,Pos
ph,nl,0,4,Pos
ph,nz,-1,15,Neg
ph,ng,0,4,Pos
ph,no,0,8,Pos
ph,om,0,6,Pos
ph,pg,0,11,Pos
ph,qa,-1,64,Neg
ph,sa,-2,69,Neg
ph,sg,-1,35,Neg
ph,za,0,4,Pos
ph,es,0,Pos
ph,se,0,5,Pos
ph,ch,0,1,Pos
ph,tw,0,8,Pos
ph,th,0,1,Pos
ph,tr,0,1,Pos
ph,ae,-7,83,Neg
ph,gb,0,36,Pos
ph,us,1,98,Pos
ph,vn,0,11,Pos
pk,af,0,23,Pos
pk,au,-3,2,Neg
pk,bh,0,59,Pos
pk,be,0,7,Pos
pk,ca,-3,46,Neg
pk,cn,0,45,Pos
pk,dk,0,14,Pos
pk,fi,0,16,Pos
pk,fr,0,1,Pos
pk,de,-1,12,Neg
pk,hk,0,3,Pos
pk,in,0,7,Pos
pk,iq,0,15,Pos
pk,ie,0,7,Pos
pk,it,0,18,Pos
pk,jp,0,2,Pos
pk,kr,0,19,Pos
pk,kw,0,1,Pos
pk,my,0,2,Pos
pk,nl,0,1,Pos
pk,nz,0,28,Pos
pk,ng,0,1,Pos
pk,no,0,16,Pos
pk,om,0,25,Pos
pk,qa,0,95,Pos
pk,sa,-7,99,Neg
pk,sg,0,9,Pos
pk,za,0,1,Pos
pk,es,0,8,Pos
pk,se,0,13,Pos
pk,th,0,1,Pos
pk,tr,0,9,Pos
pk,ae,-19,13,Neg
pk,gb,0,1,Pos
pk,us,5,19,Pos
pl,au,0,73,Pos
pl,at,0,28,Pos
pl,by,0,51,Pos
pl,be,0,8,Pos
pl,br,0,37,Pos
pl,bg,0,12,Pos
pl,ca,0,16,Pos
pl,cn,0,8,Pos
pl,hr,0,11,Pos
pl,cz,0,Pos
pl,dk,0,15,Pos
pl,eg,0,14,Pos
pl,fi,0,5,Pos
pl,fr,0,65,Pos
pl,de,-2,9,Neg
pl,gr,0,21,Pos
pl,hu,0,1,Pos
pl,in,-1,49,Neg
pl,ie,0,37,Pos
pl,it,0,9,Pos
pl,jp,0,6,Pos
pl,kr,0,9,Pos
pl,lt,0,8,Pos
pl,lu,0,4,Pos
pl,mt,0,2,Pos
pl,mx,0,7,Pos
pl,nl,0,6,Pos
pl,nz,0,19,Pos
pl,ng,-1,36,Neg
pl,no,0,63,Pos
pl,pt,0,22,Pos
pl,qa,0,8,Pos
pl,ro,0,19,Pos
pl,sa,0,13,Pos
pl,sg,0,3,Pos
pl,sk,0,5,Pos
pl,za,0,19,Pos
pl,es,0,31,Pos
pl,se,0,7,Pos
pl,ch,-1,6,Neg
pl,th,0,5,Pos
pl,tr,0,3,Pos
pl,ua,7,42,Pos
pl,ae,0,73,Pos
pl,gb,-6,48,Neg
pl,us,2,52,Pos
pr,do,0,21,Pos
pr,mx,0,52,Pos
pr,es,0,75,Pos
pr,us,-37,1,Neg
ps,de,-1,29,Neg
ps,il,23,38,Pos
ps,jo,-3,23,Neg
ps,sa,-7,2,Neg
ps,ae,-17,47,Neg
ps,gb,0,92,Pos
ps,us,11,46,Pos
pt,ao,-2,69,Neg
pt,au,0,28,Pos
pt,at,0,1,Pos
pt,be,0,65,Pos
pt,br,5,62,Pos
pt,ca,0,11,Pos
pt,cl,0,6,Pos
pt,cn,0,3,Pos
pt,co,0,3,Pos
pt,cz,0,12,Pos
pt,dk,0,26,Pos
pt,fi,0,7,Pos
pt,fr,0,88,Pos
pt,de,-1,4,Neg
pt,hu,0,3,Pos
pt,in,0,18,Pos
pt,ie,0,68,Pos
pt,it,0,18,Pos
pt,lu,0,36,Pos
pt,mx,0,3,Pos
pt,mz,0,68,Pos
pt,nl,0,62,Pos
pt,no,0,32,Pos
pt,pl,0,19,Pos
pt,qa,0,16,Pos
pt,ro,0,5,Pos
pt,sa,0,13,Pos
pt,sg,0,2,Pos
pt,za,0,7,Pos
pt,es,0,77,Pos
pt,se,0,19,Pos
pt,ch,-1,53,Neg
pt,tr,0,7,Pos
pt,ae,0,66,Pos
pt,gb,-9,5,Neg
pt,us,0,66,Pos
pt,ve,0,43,Pos
py,ar,2,48,Pos
py,br,2,57,Pos
py,es,1,84,Pos
py,us,9,13,Pos
qa,dz,0,96,Pos
qa,au,0,68,Pos
qa,bh,1,35,Pos
qa,bd,0,65,Pos
qa,be,0,37,Pos
qa,br,0,63,Pos
qa,ca,-2,12,Neg
qa,cn,0,7,Pos
qa,dk,0,35,Pos
qa,eg,15,62,Pos
qa,fr,2,9,Pos
qa,de,0,15,Pos
qa,gr,1,46,Pos
qa,hk,0,2,Pos
qa,in,71,44,Pos
qa,id,1,55,Pos
qa,iq,0,7,Pos
qa,ie,0,48,Pos
qa,it,1,31,Pos
qa,jo,5,4,Pos
qa,ke,0,59,Pos
qa,kr,0,Pos
qa,kw,1,7,Pos
qa,lb,0,35,Pos
qa,my,0,83,Pos
qa,ma,1,46,Pos
qa,np,0,63,Pos
qa,nl,0,63,Pos
qa,nz,0,35,Pos
qa,ng,0,96,Pos
qa,om,3,77,Pos
qa,pk,6,17,Pos
qa,ph,12,Pos
qa,pl,0,33,Pos
qa,pt,0,7,Pos
qa,ro,1,57,Pos
qa,sa,7,68,Pos
qa,rs,0,79,Pos
qa,sg,0,15,Pos
qa,za,2,49,Pos
qa,es,2,6,Pos
qa,lk,6,28,Pos
qa,sd,0,65,Pos
qa,ch,0,2,Pos
qa,th,0,22,Pos
qa,tn,3,3,Pos
qa,tr,1,22,Pos
qa,ua,0,68,Pos
qa,ae,-12,48,Neg
qa,gb,8,9,Pos
qa,us,9,51,Pos
ro,au,0,31,Pos
ro,at,0,56,Pos
ro,be,-1,8,Neg
ro,bg,0,8,Pos
ro,ca,0,8,Pos
ro,cn,0,4,Pos
ro,cz,0,28,Pos
ro,dk,0,87,Pos
ro,eg,0,27,Pos
ro,fi,0,16,Pos
ro,fr,-1,65,Neg
ro,de,-4,18,Neg
ro,gr,0,12,Pos
ro,hu,0,77,Pos
ro,in,0,18,Pos
ro,ir,-4,99,Neg
ro,ie,-1,9,Neg
ro,it,0,29,Pos
ro,lu,0,67,Pos
ro,md,0,77,Pos
ro,nl,-1,23,Neg
ro,no,0,25,Pos
