origin,destination,count,Cat
ro,pl,0,2,Pos
ro,pt,0,6,Pos
ro,qa,0,43,Pos
ro,sa,-7,37,Neg
ro,es,0,77,Pos
ro,se,0,5,Pos
ro,ch,0,44,Pos
ro,tr,0,1,Pos
ro,ua,0,14,Pos
ro,ae,-3,5,Neg
ro,gb,-14,6,Neg
ro,us,2,86,Pos
rs,au,0,83,Pos
rs,at,-2,14,Neg
rs,be,0,56,Pos
rs,ba,0,75,Pos
rs,ca,-2,3,Neg
rs,cn,0,49,Pos
rs,hr,0,34,Pos
rs,cz,0,43,Pos
rs,fr,0,9,Pos
rs,de,-5,19,Neg
rs,gr,0,26,Pos
rs,hu,-1,15,Neg
rs,it,-1,7,Neg
rs,nl,-1,22,Neg
rs,no,-1,86,Neg
rs,qa,0,77,Pos
rs,si,0,45,Pos
rs,es,0,15,Pos
rs,se,-1,15,Neg
rs,ch,-1,47,Neg
rs,ae,-3,4,Neg
rs,gb,0,2,Pos
rs,us,6,39,Pos
rw,ca,0,66,Pos
rw,cd,-14,76,Neg
rw,in,3,1,Pos
rw,ke,-1,32,Neg
rw,tz,0,94,Pos
rw,ug,1,32,Pos
rw,gb,3,1,Pos
rw,us,13,91,Pos
sa,dz,0,13,Pos
sa,au,0,97,Pos
sa,bh,0,52,Pos
sa,bd,0,14,Pos
sa,be,0,2,Pos
sa,br,0,11,Pos
sa,ca,0,38,Pos
sa,cn,0,14,Pos
sa,eg,12,76,Pos
sa,fr,0,45,Pos
sa,de,0,19,Pos
sa,gr,0,18,Pos
sa,in,23,94,Pos
sa,id,0,43,Pos
sa,iq,0,25,Pos
sa,ie,0,32,Pos
sa,it,0,21,Pos
sa,jp,0,9,Pos
sa,jo,4,66,Pos
sa,ke,0,5,Pos
sa,kr,0,6,Pos
sa,kw,0,25,Pos
sa,lb,2,1,Pos
sa,my,1,13,Pos
sa,mx,0,7,Pos
sa,ma,0,7,Pos
sa,nl,0,2,Pos
sa,nz,0,9,Pos
sa,ng,0,22,Pos
sa,om,0,12,Pos
sa,pk,12,35,Pos
sa,ph,4,69,Pos
sa,pl,0,12,Pos
sa,pt,0,14,Pos
sa,qa,-1,83,Neg
sa,ro,6,49,Pos
sa,sg,0,1,Pos
sa,za,0,97,Pos
sa,es,0,86,Pos
sa,lk,0,28,Pos
sa,sd,2,65,Pos
sa,se,0,21,Pos
sa,ch,0,17,Pos
sa,sy,0,36,Pos
sa,th,0,7,Pos
sa,tn,0,5,Pos
sa,tr,0,53,Pos
sa,ae,-3,5,Neg
sa,gb,5,9,Pos
sa,us,29,5,Pos
sa,ps,0,4,Pos
sa,ye,0,62,Pos
sd,eg,1,21,Pos
sd,in,1,8,Pos
sd,my,1,63,Pos
sd,qa,-1,81,Neg
sd,sa,-30,67,Neg
sd,ae,-10,6,Neg
sd,gb,0,18,Pos
sd,us,28,93,Pos
se,af,0,Pos
se,au,0,37,Pos
se,at,0,Pos
se,bd,0,6,Pos
se,be,0,13,Pos
se,br,0,58,Pos
se,bg,0,11,Pos
se,ca,0,6,Pos
se,cl,0,Pos
se,cn,0,61,Pos
se,co,0,6,Pos
se,hr,0,13,Pos
se,cz,0,12,Pos
se,dk,-1,33,Neg
se,eg,0,19,Pos
se,ee,0,4,Pos
se,fi,1,13,Pos
se,fr,0,9,Pos
se,de,0,2,Pos
se,gr,0,86,Pos
se,hk,0,Pos
se,hu,0,41,Pos
se,is,0,2,Pos
se,in,2,45,Pos
se,id,0,8,Pos
se,ir,0,15,Pos
se,iq,0,6,Pos
se,ie,0,13,Pos
se,il,0,8,Pos
se,it,1,5,Pos
se,jp,0,12,Pos
se,ke,0,3,Pos
se,kr,0,12,Pos
se,lv,0,2,Pos
se,lb,0,12,Pos
se,lt,0,1,Pos
se,lu,0,7,Pos
se,my,0,2,Pos
se,mt,0,14,Pos
se,mx,0,21,Pos
se,nl,0,47,Pos
se,nz,0,4,Pos
se,no,0,27,Pos
se,pk,0,17,Pos
se,ph,0,7,Pos
se,pl,0,5,Pos
se,pt,0,17,Pos
se,ro,0,37,Pos
se,sa,0,18,Pos
se,rs,0,24,Pos
se,sg,0,3,Pos
se,sk,0,3,Pos
se,za,0,8,Pos
se,es,0,74,Pos
se,ch,0,7,Pos
se,sy,0,5,Pos
se,tw,0,1,Pos
se,th,0,26,Pos
se,tr,0,52,Pos
se,ua,0,44,Pos
se,ae,0,Pos
se,gb,1,12,Pos
se,us,3,79,Pos
se,vn,0,5,Pos
sg,au,0,1,Pos
sg,at,0,2,Pos
sg,bd,0,21,Pos
sg,be,0,31,Pos
sg,br,0,56,Pos
sg,kh,0,2,Pos
sg,ca,-1,42,Neg
sg,cn,2,7,Pos
sg,cz,0,7,Pos
sg,dk,0,6,Pos
sg,fi,0,Pos
sg,fr,3,13,Pos
sg,de,0,36,Pos
sg,hk,1,15,Pos
sg,hu,0,5,Pos
sg,in,20,27,Pos
sg,id,-1,76,Neg
sg,ir,0,17,Pos
sg,ie,0,27,Pos
sg,il,0,2,Pos
sg,it,0,62,Pos
sg,jp,0,91,Pos
sg,kr,1,26,Pos
sg,lu,0,2,Pos
sg,my,12,32,Pos
sg,mx,0,13,Pos
sg,mm,-1,39,Neg
sg,nl,0,29,Pos
sg,nz,-1,55,Neg
sg,ng,0,1,Pos
sg,no,0,Pos
sg,om,0,12,Pos
sg,pk,0,17,Pos
sg,ph,2,8,Pos
sg,pl,0,4,Pos
sg,pt,0,2,Pos
sg,qa,0,4,Pos
sg,sa,0,1,Pos
sg,za,0,23,Pos
sg,es,0,39,Pos
sg,lk,0,46,Pos
sg,se,0,5,Pos
sg,ch,0,19,Pos
sg,tw,0,79,Pos
sg,th,0,14,Pos
sg,tr,0,7,Pos
sg,ae,-2,18,Neg
sg,gb,2,57,Pos
sg,us,1,76,Pos
sg,vn,0,25,Pos
si,at,-5,14,Neg
si,be,0,82,Pos
si,hr,0,23,Pos
si,fr,0,45,Pos
si,de,-3,77,Neg
si,it,0,55,Pos
si,nl,0,68,Pos
si,rs,0,96,Pos
si,es,0,41,Pos
si,ch,0,91,Pos
si,gb,-4,46,Neg
si,us,5,59,Pos
sk,au,-1,8,Neg
sk,at,-3,92,Neg
sk,be,0,26,Pos
sk,ca,0,9,Pos
sk,cz,-14,7,Neg
sk,dk,-1,43,Neg
sk,fr,0,3,Pos
sk,de,-2,16,Neg
sk,hu,0,94,Pos
sk,in,0,2,Pos
sk,ie,0,32,Pos
sk,it,0,12,Pos
sk,nl,0,38,Pos
sk,pl,0,26,Pos
sk,es,0,23,Pos
sk,se,0,23,Pos
sk,ch,-2,19,Neg
sk,tr,0,35,Pos
sk,ua,3,1,Pos
sk,ae,0,29,Pos
sk,gb,-1,34,Neg
sk,us,5,55,Pos
sn,be,0,18,Pos
sn,bj,0,74,Pos
sn,bf,0,28,Pos
sn,cm,0,4,Pos
sn,ca,-1,44,Neg
sn,ci,-1,16,Neg
sn,fr,3,38,Pos
sn,ga,-1,16,Neg
sn,it,1,16,Pos
sn,ml,0,4,Pos
sn,ma,0,63,Pos
sn,ch,0,7,Pos
sn,gb,0,21,Pos
sn,us,1,69,Pos
sv,ca,0,72,Pos
sv,co,0,4,Pos
sv,gt,5,18,Pos
sv,mx,0,58,Pos
sv,pa,-1,5,Neg
sv,es,1,1,Pos
sv,us,0,4,Pos
sy,ca,-3,64,Neg
sy,eg,0,74,Pos
sy,fr,-2,44,Neg
sy,de,-12,73,Neg
sy,iq,-2,95,Neg
sy,jo,0,17,Pos
sy,lb,-2,95,Neg
sy,nl,-2,73,Neg
sy,sa,-3,92,Neg
sy,se,-6,48,Neg
sy,tr,-10,23,Neg
sy,ae,-13,81,Neg
sy,gb,-1,19,Neg
sy,us,7,73,Pos
tg,ci,0,97,Pos
tg,fr,-2,71,Neg
tg,gh,0,32,Pos
tg,us,-1,41,Neg
th,au,0,83,Pos
th,at,0,8,Pos
th,bd,0,3,Pos
th,be,0,18,Pos
th,br,0,18,Pos
th,kh,0,26,Pos
th,ca,0,18,Pos
th,cn,0,86,Pos
th,dk,0,18,Pos
th,fi,0,11,Pos
th,fr,0,66,Pos
th,de,0,66,Pos
th,hk,0,2,Pos
th,in,1,8,Pos
th,id,0,1,Pos
th,ie,0,2,Pos
th,il,0,1,Pos
th,it,0,27,Pos
th,jp,0,5,Pos
th,kr,0,Pos
th,my,0,29,Pos
th,mx,0,9,Pos
th,mm,-1,52,Neg
th,np,0,4,Pos
th,nl,0,11,Pos
th,nz,0,13,Pos
th,no,0,22,Pos
th,pk,0,3,Pos
th,ph,0,26,Pos
th,pl,0,6,Pos
th,qa,0,8,Pos
th,sa,0,1,Pos
th,sg,0,18,Pos
th,za,0,2,Pos
th,es,0,8,Pos
th,lk,0,1,Pos
th,se,0,48,Pos
th,ch,0,9,Pos
th,tw,0,2,Pos
th,tr,0,1,Pos
th,ua,0,3,Pos
th,ae,0,22,Pos
th,gb,1,49,Pos
th,us,5,35,Pos
th,vn,0,9,Pos
tn,dz,0,Pos
tn,be,0,16,Pos
tn,ca,-4,45,Neg
tn,ci,-2,71,Neg
tn,fr,-18,98,Neg
tn,de,-2,29,Neg
tn,it,0,21,Pos
tn,ly,0,16,Pos
tn,ma,0,79,Pos
tn,qa,-2,4,Neg
tn,sa,-1,65,Neg
tn,es,0,28,Pos
tn,ch,0,67,Pos
tn,tr,0,53,Pos
tn,ae,-1,29,Neg
tn,gb,0,9,Pos
tn,us,1,69,Pos
tr,af,0,3,Pos
tr,al,0,Pos
tr,dz,0,12,Pos
tr,au,0,28,Pos
tr,at,0,7,Pos
tr,az,0,21,Pos
tr,bd,0,1,Pos
tr,by,0,1,Pos
tr,be,0,1,Pos
tr,ba,0,5,Pos
tr,br,0,5,Pos
tr,bg,0,9,Pos
tr,ca,0,4,Pos
tr,cn,0,1,Pos
tr,cy,0,85,Pos
tr,cz,0,1,Pos
tr,dk,0,8,Pos
tr,eg,0,22,Pos
tr,et,0,7,Pos
tr,fi,0,8,Pos
tr,fr,0,16,Pos
tr,ge,0,5,Pos
tr,de,-1,3,Neg
tr,gr,0,11,Pos
tr,hk,0,2,Pos
tr,hu,0,2,Pos
tr,in,0,13,Pos
tr,id,0,2,Pos
tr,ir,0,25,Pos
tr,iq,0,5,Pos
tr,ie,0,18,Pos
tr,il,0,6,Pos
tr,it,0,25,Pos
tr,jp,0,5,Pos
tr,jo,0,12,Pos
tr,kz,0,1,Pos
tr,kr,0,2,Pos
tr,kw,0,6,Pos
tr,lb,0,11,Pos
tr,ly,0,7,Pos
tr,lt,0,1,Pos
tr,mk,0,Pos
tr,my,0,7,Pos
tr,mt,0,4,Pos
tr,ma,0,9,Pos
tr,nl,0,52,Pos
tr,nz,0,4,Pos
tr,ng,0,9,Pos
tr,no,0,6,Pos
tr,om,0,6,Pos
tr,pk,0,6,Pos
tr,ph,0,1,Pos
tr,pl,0,12,Pos
tr,pt,0,3,Pos
tr,qa,0,13,Pos
tr,ro,0,Pos
tr,sa,0,23,Pos
tr,sg,0,2,Pos
tr,sk,0,3,Pos
tr,za,0,Pos
tr,es,0,18,Pos
tr,se,0,27,Pos
tr,ch,0,5,Pos
tr,sy,0,41,Pos
tr,th,0,3,Pos
tr,tn,0,7,Pos
tr,ua,0,15,Pos
tr,ae,0,64,Pos
tr,gb,0,25,Pos
tr,us,2,79,Pos
tr,uz,0,4,Pos
tt,ca,0,15,Pos
tt,jm,0,8,Pos
tt,gb,0,87,Pos
tt,us,4,36,Pos
tw,au,0,23,Pos
tw,be,0,1,Pos
tw,ca,0,33,Pos
tw,cn,-6,42,Neg
tw,fr,0,1,Pos
tw,de,0,3,Pos
tw,hk,-1,55,Neg
tw,in,0,74,Pos
tw,id,0,31,Pos
tw,ie,0,3,Pos
tw,it,0,7,Pos
tw,jp,0,17,Pos
tw,kr,0,11,Pos
tw,my,0,4,Pos
tw,nl,0,14,Pos
tw,nz,0,7,Pos
tw,ph,0,22,Pos
tw,sg,-1,11,Neg
tw,za,0,6,Pos
tw,es,0,4,Pos
tw,se,0,3,Pos
tw,ch,0,9,Pos
tw,th,0,2,Pos
tw,ae,0,1,Pos
tw,gb,0,32,Pos
tw,us,-3,76,Neg
tw,vn,0,43,Pos
tz,au,0,45,Pos
tz,ca,0,37,Pos
tz,cn,0,8,Pos
tz,fr,0,13,Pos
tz,de,0,13,Pos
tz,in,5,87,Pos
tz,it,0,58,Pos
tz,ke,0,6,Pos
tz,nl,0,26,Pos
tz,ng,0,5,Pos
tz,no,1,81,Pos
tz,rw,0,26,Pos
tz,za,1,1,Pos
tz,ug,0,16,Pos
tz,ae,0,24,Pos
tz,gb,3,33,Pos
tz,us,29,6,Pos
tz,zm,0,21,Pos
ua,au,0,53,Pos
ua,at,0,54,Pos
ua,az,0,7,Pos
ua,by,0,75,Pos
ua,be,0,37,Pos
ua,bg,0,29,Pos
ua,ca,-2,8,Neg
ua,cn,0,59,Pos
ua,cy,0,28,Pos
ua,cz,0,59,Pos
ua,dk,0,33,Pos
ua,eg,0,3,Pos
ua,ee,0,67,Pos
ua,fr,0,76,Pos
ua,ge,0,13,Pos
ua,de,-3,92,Neg
ua,gr,0,8,Pos
ua,hu,0,44,Pos
ua,in,0,11,Pos
ua,ie,0,35,Pos
ua,il,-1,9,Neg
ua,it,0,5,Pos
ua,kz,0,48,Pos
ua,lv,0,37,Pos
ua,lt,0,28,Pos
ua,md,0,9,Pos
ua,nl,-1,27,Neg
ua,ng,0,17,Pos
ua,no,0,8,Pos
ua,pl,-9,1,Neg
ua,qa,0,21,Pos
ua,ro,0,17,Pos
ua,sk,0,71,Pos
ua,es,0,72,Pos
ua,se,0,7,Pos
ua,ch,0,53,Pos
ua,th,0,26,Pos
ua,tr,0,45,Pos
ua,ae,-2,31,Neg
ua,gb,-1,21,Neg
ua,us,-3,3,Neg
ug,ca,0,45,Pos
ug,cn,0,68,Pos
ug,cd,0,53,Pos
ug,de,0,5,Pos
ug,in,1,95,Pos
ug,ke,-1,1,Neg
ug,nl,0,43,Pos
ug,ng,0,23,Pos
ug,no,0,95,Pos
ug,rw,0,35,Pos
ug,za,1,15,Pos
ug,tz,0,15,Pos
ug,ae,0,95,Pos
ug,gb,2,3,Pos
ug,us,20,1,Pos
us,af,0,2,Pos
us,al,0,1,Pos
us,dz,0,1,Pos
us,ao,0,4,Pos
us,ar,0,8,Pos
us,am,0,Pos
us,au,0,2,Pos
us,at,0,1,Pos
us,az,0,1,Pos
us,bs,0,1,Pos
us,bh,0,1,Pos
us,bd,0,8,Pos
us,by,0,Pos
us,be,0,2,Pos
us,bj,0,1,Pos
us,bo,0,1,Pos
us,ba,0,1,Pos
us,bw,0,1,Pos
us,br,0,85,Pos
us,bg,0,2,Pos
us,bf,0,1,Pos
us,kh,0,2,Pos
us,cm,0,1,Pos
us,ca,0,8,Pos
us,cl,0,13,Pos
us,cn,0,21,Pos
us,co,0,18,Pos
us,cd,0,4,Pos
us,cr,0,3,Pos
us,ci,0,1,Pos
us,hr,0,3,Pos
us,cu,0,1,Pos
us,cy,0,1,Pos
us,cz,0,3,Pos
us,dk,0,3,Pos
us,do,0,Pos
us,ec,0,8,Pos
us,eg,0,14,Pos
us,sv,0,Pos
us,ee,0,1,Pos
us,et,0,4,Pos
us,fj,0,1,Pos
us,fi,0,2,Pos
us,fr,0,1,Pos
us,ga,0,1,Pos
us,ge,0,3,Pos
us,de,0,17,Pos
us,gh,0,1,Pos
us,gr,0,4,Pos
us,gt,0,2,Pos
us,ht,0,1,Pos
us,hn,0,1,Pos
us,hk,0,6,Pos
us,hu,0,3,Pos
us,is,0,1,Pos
us,in,0,65,Pos
us,id,0,73,Pos
us,ir,0,5,Pos
us,iq,0,4,Pos
us,ie,0,4,Pos
us,il,0,Pos
us,it,0,1,Pos
us,jm,0,1,Pos
us,jp,0,4,Pos
us,jo,0,2,Pos
us,kz,0,1,Pos
us,ke,0,38,Pos
us,kr,0,4,Pos
us,kw,0,3,Pos
us,lv,0,1,Pos
us,lb,0,3,Pos
us,ly,0,1,Pos
us,lt,0,1,Pos
us,lu,0,1,Pos
us,mk,0,Pos
us,mg,0,1,Pos
us,mw,0,4,Pos
us,my,0,13,Pos
us,ml,0,1,Pos
us,mt,0,Pos
us,mu,0,1,Pos
us,mx,0,3,Pos
us,md,0,1,Pos
us,mn,0,1,Pos
us,ma,0,6,Pos
us,mz,0,3,Pos
us,mm,0,2,Pos
us,na,0,2,Pos
us,np,0,Pos
us,nl,0,3,Pos
us,nz,0,5,Pos
us,ni,0,1,Pos
us,ng,0,7,Pos
us,no,0,3,Pos
us,om,0,2,Pos
us,pk,0,13,Pos
us,pa,0,3,Pos
us,pg,0,2,Pos
us,py,0,2,Pos
us,pe,0,9,Pos
us,ph,0,5,Pos
us,pl,0,4,Pos
us,pt,0,1,Pos
us,pr,0,14,Pos
us,qa,0,4,Pos
us,ro,0,4,Pos
us,rw,0,1,Pos
us,sa,0,45,Pos
us,sn,0,Pos
us,rs,0,2,Pos
us,sg,0,2,Pos
us,sk,0,2,Pos
us,si,0,1,Pos
us,za,0,78,Pos
us,es,0,2,Pos
us,lk,0,4,Pos
us,sd,0,4,Pos
us,se,0,7,Pos
us,ch,0,4,Pos
us,sy,0,1,Pos
us,tw,0,4,Pos
us,tz,0,9,Pos
us,th,0,5,Pos
us,tg,0,Pos
us,tt,0,1,Pos
us,tn,0,1,Pos
us,tr,0,1,Pos
us,ug,0,7,Pos
us,ua,0,4,Pos
us,ae,0,33,Pos
us,gb,0,75,Pos
us,uy,0,3,Pos
us,uz,0,Pos
us,ve,0,2,Pos
us,vn,0,2,Pos
us,ps,0,1,Pos
us,ye,0,Pos
us,zm,0,6,Pos
us,zw,0,1,Pos
uy,ar,0,53,Pos
uy,br,0,89,Pos
uy,cl,0,36,Pos
uy,co,0,17,Pos
uy,cu,1,33,Pos
uy,fr,0,11,Pos
uy,de,0,Pos
uy,mx,0,6,Pos
uy,pe,0,8,Pos
uy,es,1,1,Pos
uy,gb,0,2,Pos
uy,us,6,73,Pos
uy,ve,4,83,Pos
uz,kz,0,49,Pos
uz,tr,-2,35,Neg
uz,ae,-6,92,Neg
uz,gb,4,57,Pos
uz,us,-1,23,Neg
ve,ar,-4,34,Neg
ve,au,0,48,Pos
ve,br,0,4,Pos
ve,ca,0,46,Pos
ve,cl,-11,9,Neg
ve,cn,0,11,Pos
ve,co,-7,83,Neg
ve,cr,-1,1,Neg
ve,do,0,73,Pos
ve,ec,-4,6,Neg
ve,fr,0,45,Pos
ve,de,0,69,Pos
ve,gt,0,26,Pos
ve,ie,0,19,Pos
ve,it,0,49,Pos
ve,mx,-3,77,Neg
ve,nl,0,18,Pos
ve,pa,-10,65,Neg
ve,pe,-1,73,Neg
ve,pt,0,41,Pos
ve,es,-9,93,Neg
ve,ae,0,12,Pos
ve,gb,0,89,Pos
ve,us,-1,36,Neg
ve,uy,-1,6,Neg
vn,au,0,76,Pos
vn,be,0,8,Pos
vn,kh,-1,42,Neg
vn,ca,0,97,Pos
vn,cn,0,75,Pos
vn,dk,0,2,Pos
vn,fi,0,33,Pos
vn,fr,1,43,Pos
vn,de,0,23,Pos
vn,hk,0,14,Pos
vn,in,0,99,Pos
vn,id,0,17,Pos
vn,ie,0,Pos
vn,it,0,3,Pos
vn,jp,0,23,Pos
vn,kr,0,54,Pos
vn,my,0,3,Pos
vn,mm,0,1,Pos
vn,nl,0,18,Pos
vn,nz,0,17,Pos
vn,ph,0,34,Pos
vn,sg,0,38,Pos
vn,es,0,2,Pos
vn,se,0,1,Pos
vn,ch,0,17,Pos
vn,tw,0,46,Pos
vn,th,0,1,Pos
vn,ae,0,14,Pos
vn,gb,1,32,Pos
vn,us,2,18,Pos
ye,eg,0,51,Pos
ye,in,0,51,Pos
ye,my,0,68,Pos
ye,sa,-10,27,Neg
ye,ae,-3,85,Neg
ye,us,4,19,Pos
za,af,0,12,Pos
za,ao,0,21,Pos
za,au,-2,14,Neg
za,at,0,Pos
za,bh,0,3,Pos
za,be,0,2,Pos
za,bw,0,21,Pos
za,br,0,4,Pos
za,cm,0,8,Pos
za,ca,0,54,Pos
za,cn,0,11,Pos
za,cd,0,47,Pos
za,dk,0,3,Pos
za,eg,0,3,Pos
za,et,0,3,Pos
za,fr,0,16,Pos
za,de,0,19,Pos
za,gh,0,5,Pos
za,hk,0,18,Pos
za,is,0,36,Pos
za,in,0,29,Pos
za,id,0,3,Pos
za,ie,0,2,Pos
za,il,0,6,Pos
za,it,0,4,Pos
za,jp,0,8,Pos
za,ke,0,39,Pos
za,kr,0,Pos
za,kw,0,6,Pos
za,mw,0,5,Pos
za,my,0,2,Pos
za,mu,0,1,Pos
za,mx,0,1,Pos
za,mz,0,23,Pos
za,na,0,56,Pos
za,nl,0,18,Pos
za,nz,-1,31,Neg
za,ng,0,9,Pos
za,no,1,4,Pos
za,om,0,2,Pos
za,pk,0,1,Pos
za,ph,0,3,Pos
za,pl,0,8,Pos
za,pt,0,3,Pos
za,qa,0,25,Pos
za,sa,0,42,Pos
za,sg,0,8,Pos
za,es,0,7,Pos
za,se,0,4,Pos
za,ch,0,9,Pos
za,tw,0,2,Pos
za,tz,0,9,Pos
za,th,0,1,Pos
za,tr,0,Pos
za,ug,0,1,Pos
za,ae,-1,32,Neg
za,gb,14,26,Pos
za,us,21,3,Pos
za,zm,0,38,Pos
za,zw,0,21,Pos
zm,au,0,93,Pos
zm,cn,0,Pos
zm,in,4,39,Pos
zm,ke,2,3,Pos
zm,na,1,76,Pos
zm,za,8,2,Pos
zm,tz,0,39,Pos
zm,gb,43,27,Pos
zm,us,33,6,Pos
zm,zw,-1,7,Neg
zw,au,-1,31,Neg
zw,bw,0,45,Pos
zw,ca,0,58,Pos
zw,is,8,52,Pos
zw,ke,0,13,Pos
zw,mz,-1,6,Neg
zw,na,0,93,Pos
zw,no,2,88,Pos
zw,za,-2,98,Neg
zw,ae,-2,5,Neg
zw,gb,3,91,Pos
zw,us,38,6,Pos
zw,zm,0,7,Pos
